"rep","fit_ok","flip_ok","fmg_ok","fit_error","flip_error","fmg_error","draw_seconds","fit_seconds","flip_seconds","fmg_seconds","total_seconds","flip_setup_seconds","flip_score_seconds","standardization_setup_seconds","flip_standardization_seconds","standardization_available","empirical_eigen_min","empirical_eigen_mean","empirical_eigen_cv","empirical_eigen_ratio","empirical_identity_distance","rls_statistic","flip_rls_abs_difference","p_flip_effective","p_flip_standardized","p_flip_standardized_chisq","p_gof_std_ml","p_gof_sb_ml","p_gof_mv_ml","p_gof_ss_ml","p_gof_peba4_ml","p_gof_all_ml","p_gof_std_rls","p_gof_sb_rls","p_gof_mv_rls","p_gof_ss_rls","p_gof_peba4_rls","p_gof_all_rls","p","n","distribution","truth","df","n_over_df","rho","cell_id"
56,TRUE,TRUE,TRUE,"","","",0,0.001,0.002,0.002,0.00600000000000001,0.001,0,0,0,TRUE,0.665435773899364,0.911222115880213,0.237163595821621,1.87059020966529,0.212706120226724,0.943244230151661,9.65894031423886e-15,0.96,0.96,0.961575748708404,0.964940083602485,0.95699668256945,0.952474386178869,0.949349657259562,0.956658126260642,0.955281830757463,0.967012400764564,0.959502398426989,0.955133346891808,0.951991351353332,0.959180466569452,0.957871640087378,5,100,"normal","null",5,20,0,1
57,TRUE,TRUE,TRUE,"","","",0,0.001,0.001,0.002,0.005,0,0,0,0,TRUE,0.634590032293607,0.918621148732115,0.264516942617971,1.95526259659162,0.232073615409388,1.22173026560219,1.22124532708767e-14,0.935,0.94,0.94154515531901,0.943637683717491,0.932460987762993,0.925349282433911,0.92186942578456,0.931862458010958,0.929206965068913,0.942775729454919,0.931446257202409,0.924283523992666,0.920822999395611,0.930840737689986,0.928154696382309,5,100,"normal","null",5,20,0,1
58,TRUE,TRUE,TRUE,"","","",0,0.001,0.001,0.003,0.00600000000000001,0.001,0,0,0,TRUE,0.627384934254717,1.176350362437,0.492717605559601,3.22333943549517,0.547591355271492,3.08905317068426,1.01696429055664e-13,0.79,0.84,0.802637957274913,0.70047468653738,0.767279273032656,0.735219499182049,0.735767611663622,0.76211273016118,0.743972264057426,0.686258568610334,0.755305001693687,0.723532888376236,0.724683127033125,0.750044523071312,0.731634023127938,5,100,"normal","null",5,20,0,1
59,TRUE,TRUE,TRUE,"","","",0,0.001,0.001,0.002,0.00700000000000001,0,0.001,0,0,TRUE,0.520541038980384,0.931470083127993,0.416262346365608,2.77927887322616,0.353507660319769,7.36321073638128,3.32178728967847e-13,0.145,0.195,0.20019119811814,0.145337577570306,0.111106371833473,0.120789375632888,0.121452059839455,0.112577698139932,0.117854529205683,0.194998607662966,0.154485265883825,0.163384836793724,0.165048244416068,0.155433977967392,0.159071419680939,5,100,"normal","null",5,20,0,1
60,TRUE,TRUE,TRUE,"","","",0,0,0.001,0.001,0.003,0,0.001,0,0,TRUE,0.734770364086688,1.0893593694173,0.266853236582607,1.9002218454153,0.274936098000782,7.15087199678635,1.84297022087776e-12,0.19,0.2,0.259133972793777,0.202945296953013,0.240662115701033,0.243083238029944,0.244533688269632,0.240559664928426,0.240402761221396,0.209659414578294,0.24786560478356,0.250119580727285,0.251629110016916,0.247720997980857,0.247402504494803,5,100,"normal","null",5,20,0,1
61,TRUE,TRUE,TRUE,"","","",0,0.001,0.001,0.002,0.005,0,0.001,0,0,TRUE,0.408241814586766,0.887924663806178,0.422285137655134,3.37479015221064,0.353603331100249,8.49999566833006,2.30926389122033e-14,0.11,0.175,0.139381842041557,0.113526825734653,0.0695592624046982,0.078969520302669,0.0787206486323932,0.0715537261924984,0.0777488871285829,0.130747992894838,0.0823363687243066,0.0920484835267776,0.0920705126289557,0.0842663849280081,0.0903192527457392,5,100,"normal","null",5,20,0,1
62,TRUE,TRUE,TRUE,"","","",0,0.001,0,0.002,0.005,0,0,0,0,TRUE,0.548941159441099,0.892875598597719,0.405486763973008,2.48359115937186,0.341085557370787,7.66144800926249,2.04281036531029e-14,0.13,0.165,0.208470484056296,0.187816334450979,0.130047460018083,0.138948617927047,0.13996538802876,0.13128985670192,0.135175001791228,0.175907399183611,0.120309892415403,0.129341290436671,0.130146524055552,0.121668745923164,0.125897508545169,5,100,"normal","null",5,20,0,1
63,TRUE,TRUE,TRUE,"","","",0,0,0.001,0.001,0.003,0,0.001,0,0,TRUE,0.67143943767923,1.06819116271021,0.323096509181479,2.15325018698014,0.316134726529562,8.17635413311362,1.11910480882216e-13,0.175,0.12,0.117480549267031,0.124945824500027,0.145508443064552,0.151535747663884,0.152416324048549,0.146177012922421,0.149121907578351,0.146780489688649,0.169174497533275,0.174761172824677,0.175991368526638,0.169651901163662,0.171918364917558,5,100,"normal","null",5,20,0,1
64,TRUE,TRUE,TRUE,"","","",0,0.001,0,0.001,0.003,0,0,0,0,TRUE,0.582447283277221,0.990500351184456,0.412435979677798,2.48355980506,0.365513060077011,4.47401507082393,2.66453525910038e-15,0.5,0.725,0.674164769530649,0.517747121185118,0.506723257577012,0.495721393413545,0.501000452862287,0.503082285394744,0.49241206652539,0.483367642840078,0.47214749865424,0.463278791595757,0.468664681685729,0.468797259941907,0.459082239614287,5,100,"normal","null",5,20,0,1
65,TRUE,TRUE,TRUE,"","","",0,0,0.001,0.001,0.003,0,0.001,0,0,TRUE,0.436984579372358,0.969240795018121,0.499029400172045,3.85980495166703,0.433708351005256,9.63666453638522,1.58273394390562e-12,0.065,0.065,0.0744398634343881,0.0618164675013417,0.0499687977378864,0.0623646023730949,0.0615805281575055,0.0524534299057001,0.0612471025880541,0.0862096310528468,0.0712508701062877,0.0848838431909592,0.0847199594296196,0.073711906795031,0.0823705594352065,5,100,"normal","null",5,20,0,1
66,TRUE,TRUE,TRUE,"","","",0,0.001,0.001,0.001,0.004,0,0,0.001,0,TRUE,0.570774360638539,1.02741864527568,0.370088341641833,2.61541279676138,0.341196584684319,5.86678590267879,8.88178419700125e-15,0.36,0.295,0.263451564546697,0.318887514792097,0.328096146071136,0.328298315061764,0.332284333741856,0.326804463723805,0.323110512628474,0.31939783452112,0.328609748080565,0.328784785582898,0.332775988451833,0.327312117280001,0.323598460214913,5,100,"normal","null",5,20,0,1
67,TRUE,TRUE,TRUE,"","","",0,0.001,0.001,0.001,0.003,0,0,0.001,0,TRUE,0.60048918696704,1.02865335903129,0.38568453131686,2.54258127298044,0.35600615207112,1.83688772958687,1.4432899320127e-14,0.88,0.93,0.916424735838065,0.871917957992902,0.877764030876238,0.858937750744121,0.854483696879242,0.875454109547405,0.867001097152706,0.871222862963441,0.877095743697568,0.858240769605723,0.853817774007786,0.874777512041479,0.866295917072178,5,100,"normal","null",5,20,0,1
68,TRUE,TRUE,TRUE,"","","",0,0,0.001,0.001,0.003,0.001,0,0,0,TRUE,0.54302990595098,0.967748480410869,0.334444458402399,2.44242398149266,0.291279627789994,0.793862068477368,1.11799458579753e-13,0.98,0.975,0.973141809905694,0.976486253205171,0.974623927984689,0.967977282719668,0.961636062048908,0.974081341472173,0.972092534478661,0.977423187237983,0.975630840849633,0.969149299596142,0.96281390567538,0.97510719669644,0.97318645224906,5,100,"normal","null",5,20,0,1
69,TRUE,TRUE,TRUE,"","","",0,0.001,0,0.003,0.004,0,0,0,0,TRUE,0.524919584707264,1.04932849095108,0.380542956810889,2.95413283886277,0.360548191656278,4.19778328736443,2.38209452163574e-12,0.565,0.515,0.50425914236535,0.480730931977366,0.504739927848418,0.494859696960777,0.499645685218655,0.501689055142965,0.491912611712985,0.521305711538798,0.544715823950206,0.532674250453992,0.537211669222404,0.541417375863776,0.530671647691328,5,100,"normal","null",5,20,0,1
70,TRUE,TRUE,TRUE,"","","",0,0.001,0.00199999999999989,0.002,0.00599999999999989,0.00099999999999989,0,0,0,TRUE,0.555823372807768,1.01519491072725,0.39888160667349,2.80078577342008,0.362510245229334,4.50034545597149,9.32587340685131e-14,0.44,0.555,0.568711162925082,0.485742700553818,0.489448038266786,0.479909810556163,0.48503279026084,0.486197767944825,0.476391767444342,0.479837218618018,0.483552311754173,0.474364431519167,0.479503321182548,0.480349695483983,0.470703480657049,5,100,"normal","null",5,20,0,1
71,TRUE,TRUE,TRUE,"","","",0,0.001,0.002,0.002,0.00600000000000001,0,0,0,0.001,TRUE,0.6036623082271,0.917998648921452,0.303042378095686,2.06834957223283,0.261986779057143,4.19909505157989,1.99218419538738e-12,0.525,0.335,0.314144682254376,0.517486308761397,0.460722796009571,0.455690388779174,0.458993460537265,0.459001280555499,0.45294114671015,0.521121805112939,0.464459911905408,0.459280413429157,0.462582167301385,0.462719361798533,0.456584330028646,5,100,"normal","null",5,20,0,1
72,TRUE,TRUE,TRUE,"","","",0,0.001,0.001,0.003,0.00600000000000001,0,0.001,0,0,TRUE,0.626821399492583,1.08816558621725,0.447383840924546,2.96322245409483,0.444268092273038,3.94539450798557,1.76787473549211e-11,0.64,0.56,0.493797435892243,0.557856456981414,0.601018075899173,0.580913469525795,0.586352420024702,0.597007914867135,0.581144569645629,0.557304348611273,0.600491062838844,0.58041980704271,0.585868359593148,0.596482577101687,0.580626556394996,5,100,"normal","null",5,20,0,1
73,TRUE,TRUE,TRUE,"","","",0,0.001,0.001,0.002,0.00700000000000001,0,0.001,0,0,TRUE,0.518726721824267,0.988847521628287,0.382483018590048,2.8377238592283,0.338471697524941,5.39303616448932,1.16351372980716e-12,0.385,0.405,0.378241474371907,0.379579671908681,0.366130554253496,0.364223661944154,0.368678443558041,0.364353486202165,0.359158295758265,0.369817441145873,0.356412576178335,0.355050707440951,0.359428227575403,0.354745872953204,0.34991555588286,5,100,"normal","null",5,20,0,1
74,TRUE,TRUE,TRUE,"","","",0,0,0.001,0.001,0.003,0.001,0,0,0,TRUE,0.554665367623795,0.961388189732071,0.439243435781301,2.88383151838855,0.379670281524797,4.21921060899173,1.24344978758018e-14,0.505,0.35,0.356899916584469,0.521244049002886,0.492625472952646,0.480403379536527,0.486879067709722,0.488852369382843,0.47615960498988,0.518305974460452,0.489638267616137,0.477636846147461,0.484123742419654,0.485891937536679,0.47329267821882,5,100,"normal","null",5,20,0,1
75,TRUE,TRUE,TRUE,"","","",0,0.001,0,0.002,0.003,0,0,0,0,TRUE,0.503107241488181,0.853503457658998,0.32574865095297,2.39861473521897,0.288618630670234,8.75500520312352,2.41584530158434e-13,0.08,0.04,0.0458458990431786,0.100527091727235,0.0507631144367357,0.056600963369387,0.0561609034016693,0.0520522787600195,0.0563224320338999,0.119244327750536,0.0629002323992171,0.0691599025817891,0.0688587147737883,0.0641914961220176,0.0684884848010144,5,100,"normal","null",5,20,0,1
76,TRUE,TRUE,TRUE,"","","",0,0,0.001,0.003,0.005,0.001,0,0,0,TRUE,0.524269741006255,0.923540925222079,0.361348592003825,2.58015483631782,0.308125517542312,2.34362356534492,1.11022302462516e-14,0.81,0.67,0.664038432923142,0.782019624836093,0.749055971428039,0.730855803847147,0.731362453033846,0.746128419296137,0.735063830141457,0.799839006842959,0.768856835238818,0.750399887754234,0.750314305835254,0.766011561325813,0.755201747081769,5,100,"normal","null",5,20,0,1
77,TRUE,TRUE,TRUE,"","","",0,0.001,0,0.002,0.004,0,0,0,0,TRUE,0.519071152914942,1.00697511272729,0.484531962890858,3.22022869717929,0.436457165767928,7.72508457172744,7.8070883091641e-13,0.16,0.295,0.308039216522251,0.167279332387309,0.163413719787546,0.174477984897044,0.177020563791926,0.164544494749222,0.168555237994583,0.172051771566334,0.16812966347841,0.17899091786905,0.181670551624407,0.169170436082732,0.172918380941857,5,100,"normal","null",5,20,0,1
78,TRUE,TRUE,TRUE,"","","",0,0,0.001,0.001,0.003,0,0.001,0,0,TRUE,0.692663535976397,1.07606006459241,0.393586474300604,2.53029155458402,0.386370685379614,3.25785231321058,2.21600515715181e-13,0.74,0.74,0.679141032859976,0.625742476064228,0.660296347282864,0.641890139704429,0.644980477295426,0.657045566536286,0.644686835167874,0.660300392834767,0.692891044007146,0.673281706702413,0.675600179201824,0.689662493507108,0.677387872215814,5,100,"normal","null",5,20,0,1
79,TRUE,TRUE,TRUE,"","","",0,0,0.001,0.001,0.003,0.001,0,0,0,TRUE,0.491613733988417,0.891470570518488,0.37379945516216,2.68727278784661,0.317195634289532,2.27268302302226,1.99840144432528e-14,0.86,0.765,0.66881348973351,0.811832593377368,0.768889946192096,0.749423105526453,0.74935974219539,0.765727012697595,0.754426754143647,0.810270526327393,0.767065157666024,0.747618442097059,0.747614474002475,0.763892961570257,0.752565530959819,5,100,"normal","null",5,20,0,1
80,TRUE,TRUE,TRUE,"","","",0,0,0,0.002,0.005,0,0,0,0,TRUE,0.583373151432307,0.937629888444606,0.470955794095693,2.89743841148977,0.399857377779166,3.5593255867126,4.66293670342566e-13,0.645,0.53,0.412283937816521,0.588706751388494,0.547978295796978,0.529614124227725,0.53655787391162,0.544722821065303,0.527658375012215,0.614430539938243,0.574857842622863,0.554442187010886,0.561010355051364,0.571486686163207,0.553873259017155,5,100,"normal","null",5,20,0,1
81,TRUE,TRUE,TRUE,"","","",0,0.001,0.001,0.001,0.003,0,0,0.001,0,TRUE,0.529322813123238,1.01835841363088,0.371317590180214,2.9351679879809,0.338711567761652,1.9420041646935,2.37587727269783e-14,0.835,0.87,0.867902729876373,0.855986828691593,0.859773270646969,0.841412978081407,0.837952127765471,0.85755842401855,0.848669763540476,0.857110282683408,0.860872231178504,0.842544333206325,0.839036999768581,0.858667980018378,0.849818955675723,5,100,"normal","null",5,20,0,1
82,TRUE,TRUE,TRUE,"","","",0,0,0.001,0.001,0.003,0.001,0,0,0,TRUE,0.630846383750259,0.974959197625523,0.332835032122041,2.26933143641489,0.291320340467342,5.16309234034334,4.05009359383257e-13,0.43,0.19,0.171877462871972,0.346584683073357,0.325111951578932,0.325452021266333,0.328890896727489,0.324052257357636,0.320604459458754,0.396302351076126,0.374403357984534,0.372415963126172,0.376225211009871,0.37289463568601,0.367892081951494,5,100,"normal","null",5,20,0,1
83,TRUE,TRUE,TRUE,"","","",0,0.001,0,0.003,0.004,0,0,0,0,TRUE,0.554435749329451,1.00531071771089,0.355689061700239,2.67738752161261,0.319871598313624,3.77034979614684,1.33226762955019e-15,0.615,0.4,0.363577414525517,0.553173006925632,0.55189083460175,0.540572034578849,0.544634783762532,0.548878857356381,0.539005880042256,0.582930549175571,0.581685732807938,0.568993315517633,0.572770428150455,0.578554554384639,0.568204985290534,5,100,"normal","null",5,20,0,1
84,TRUE,TRUE,TRUE,"","","",0,0.001,0,0.002,0.004,0,0,0,0,TRUE,0.722739278581633,1.07789876133392,0.370517187384303,2.33100743975161,0.365611454435202,4.16154181868192,6.14974737800367e-12,0.53,0.475,0.52388719501168,0.53531789322874,0.573858953561644,0.560996494314134,0.565029471076748,0.570946767122242,0.56036317029886,0.526400224501181,0.56523789933522,0.552787512183736,0.556908556603008,0.562354803292024,0.551880013072081,5,100,"normal","null",5,20,0,1
85,TRUE,TRUE,TRUE,"","","",0,0,0.001,0.001,0.003,0,0.001,0,0,TRUE,0.597938119798946,1.03368290909659,0.501972069242346,3.1609659742939,0.465321028317962,3.66767279887867,1.20659038316262e-12,0.605,0.49,0.472042853557661,0.571870937684939,0.586420895855461,0.562901825180335,0.570020613018866,0.582365395322584,0.562456437117966,0.598182003773826,0.612293591777695,0.586760762898584,0.593325505064326,0.608152066438913,0.587789407249599,5,100,"normal","null",5,20,0,1
86,TRUE,TRUE,TRUE,"","","",0,0,0.001,0.001,0.003,0,0,0,0,TRUE,0.497257159705127,0.945861250149103,0.421478952109974,2.98790798043736,0.36065943615232,2.24527064234833,2.8421709430404e-14,0.8,0.85,0.846409587311624,0.822679962142153,0.802818025918367,0.778862571299987,0.7775065602975,0.799182232544364,0.786274219752406,0.814270609420487,0.79368977551924,0.769746258418391,0.768790158191943,0.789977501554056,0.776835594207737,5,100,"normal","null",5,20,0,1
87,TRUE,TRUE,TRUE,"","","",0,0.001,0.001,0.003,0.00700000000000001,0,0.001,0,0,TRUE,0.696432520942798,1.06844505124186,0.299137901362886,2.16178116724189,0.293949654395642,3.29466402482473,2.66453525910038e-14,0.695,0.755,0.73844175498593,0.64434271811888,0.674367162364135,0.663451266570893,0.664937313875003,0.672202121959093,0.66507114177303,0.654658716171283,0.684149653368718,0.673031449686692,0.674377103232344,0.681989332653995,0.67486630052097,5,100,"normal","null",5,20,0,1
88,TRUE,TRUE,TRUE,"","","",0,0.001,0.001,0.003,0.00600000000000001,0,0,0,0,TRUE,0.58819053110504,1.08825691247453,0.490008789292935,3.26381574960813,0.485055032314089,4.69172646334618,2.1405099914773e-13,0.465,0.28,0.295850668422996,0.464977845182295,0.510502714279034,0.49387849757979,0.501805976290714,0.506435346881568,0.489466091994272,0.454647741604695,0.500374583553155,0.484651410065432,0.492643768486385,0.496395641844514,0.479826641317568,5,100,"normal","null",5,20,0,1
89,TRUE,TRUE,TRUE,"","","",0,0.001,0,0.002,0.003,0,0,0,0,TRUE,0.689394085011613,0.959682322619395,0.253979889240291,1.81444681475317,0.221704463399037,2.78511464026133,1.4521717162097e-13,0.735,0.65,0.630415559501693,0.72136214114066,0.700156640073738,0.691337948242897,0.692158036665908,0.698541497270254,0.693000811149981,0.733072898149175,0.712462212814422,0.703482857011735,0.704146169554662,0.710859438663359,0.705352836352978,5,100,"normal","null",5,20,0,1
90,TRUE,TRUE,TRUE,"","","",0,0,0.001,0.004,0.00600000000000001,0,0.001,0,0,TRUE,0.513734407350888,0.908945567355575,0.304210282935452,2.30972447594891,0.263547707297184,3.94312677973426,2.58815191500616e-12,0.54,0.51,0.4417642656697,0.548592522588428,0.487198997265255,0.481285318392754,0.484475633028753,0.485191668288318,0.479024806150546,0.557633081311335,0.496629775535508,0.49036170583184,0.493531404562828,0.494574617269662,0.488235058687644,5,100,"normal","null",5,20,0,1
91,TRUE,TRUE,TRUE,"","","",0,0.001,0.001,0.001,0.004,0,0,0,0,TRUE,0.606570272518604,1.00833863180927,0.411815137332158,2.59174345722775,0.371503691615766,7.30183691838067,1.4397372183339e-11,0.18,0.125,0.157711729220671,0.170827968071596,0.167937954441212,0.176612772718397,0.178633702814628,0.168757395027541,0.171331372044317,0.199142599638086,0.196027275661323,0.203609812991769,0.206256733085804,0.196404424020211,0.1976732476569,5,100,"normal","null",5,20,0,1
92,TRUE,TRUE,TRUE,"","","",0,0.001,0,0.001,0.003,0,0,0,0,TRUE,0.410664853370139,1.04353833172509,0.46526649270094,4.0995035586044,0.436442412139363,3.47582427925145,1.05693231944315e-13,0.67,0.7,0.627298497350964,0.632361916573114,0.65087795626923,0.626512818794798,0.631153986985311,0.645459419599712,0.627662926289825,0.627048839068323,0.645715723514044,0.621647405180167,0.626424966179137,0.640305710689004,0.622584020172957,5,100,"normal","null",5,20,0,1
93,TRUE,TRUE,TRUE,"","","",0,0.001,0.001,0.001,0.003,0,0,0.001,0,TRUE,0.578471191132599,0.925423587328419,0.325304790080897,2.19443476590886,0.279399325121295,1.99099777488893,1.77635683940025e-15,0.815,0.835,0.863031129614868,0.847339805858248,0.823050374192588,0.808542750293995,0.806927352488306,0.82088891074848,0.813680396876878,0.850389259521263,0.826485865832486,0.81200864636747,0.810291856560519,0.824346942655351,0.817208332240876,5,100,"normal","null",5,20,0,1
